ticker,date_t,date_t1,rouge1,rouge2,rougeL,bertscore_precision,bertscore_recall,bertscore_f1
SPY,2023-03-28,2023-03-29,0.07547169811320754,0.0,0.03773584905660377,0.7184198498725891,0.7115923762321472,0.7149897813796997
QQQ,2023-03-29,2023-03-30,0.20833333333333334,0.17391304347826086,0.20833333333333334,0.8306279182434082,0.7625666856765747,0.7951435446739197
SPY,2023-03-29,2023-03-30,0.0,0.0,0.0,0.7727225422859192,0.7485243082046509,0.7604309320449829
QQQ,2023-03-30,2023-03-31,0.0,0.0,0.0,0.7182573080062866,0.7436642050743103,0.7307400107383728
SPY,2023-03-30,2023-03-31,0.0,0.0,0.0,0.7610580325126648,0.7375904321670532,0.7491405010223389
QQQ,2023-04-03,2023-04-04,0.23529411764705882,0.0,0.11764705882352941,0.7614712715148926,0.7419596910476685,0.7515888810157776
SPY,2023-04-03,2023-04-04,0.15873015873015875,0.032786885245901634,0.12698412698412698,0.7299813032150269,0.7316539287567139,0.730816662311554
QQQ,2023-04-04,2023-04-05,0.08333333333333333,0.0,0.041666666666666664,0.7090262174606323,0.7478013038635254,0.7278977632522583
SPY,2023-04-04,2023-04-05,0.027027027027027025,0.0,0.027027027027027025,0.6925131678581238,0.7042307257652283,0.6983227729797363
QQQ,2023-04-05,2023-04-06,0.03125,0.0,0.03125,0.7375854849815369,0.7091596722602844,0.7230932712554932
SPY,2023-04-05,2023-04-06,0.0784313725490196,0.0,0.0392156862745098,0.6850063800811768,0.7139805555343628,0.6991934180259705
QQQ,2023-04-06,2023-04-07,0.0,0.0,0.0,0.6998931169509888,0.717173159122467,0.7084277272224426
SPY,2023-04-06,2023-04-07,0.06666666666666667,0.0,0.06666666666666667,0.6844935417175293,0.7213016152381897,0.7024157047271729
QQQ,2023-04-10,2023-04-11,0.1694915254237288,0.0,0.10169491525423728,0.695854127407074,0.7334822416305542,0.7141729593276978
SPY,2023-04-10,2023-04-11,0.0,0.0,0.0,0.76080322265625,0.7401797771453857,0.7503498196601868
QQQ,2023-04-11,2023-04-12,0.0,0.0,0.0,0.7187590599060059,0.7073389291763306,0.7130032777786255
SPY,2023-04-11,2023-04-12,0.0,0.0,0.0,0.7253992557525635,0.7167682647705078,0.7210579514503479
QQQ,2023-04-12,2023-04-13,0.10526315789473684,0.0,0.05263157894736842,0.6973636150360107,0.7137106657028198,0.705442488193512
SPY,2023-04-12,2023-04-13,0.12698412698412698,0.0,0.09523809523809522,0.7142490148544312,0.7269753813743591,0.7205560207366943
QQQ,2023-04-13,2023-04-14,0.02631578947368421,0.0,0.02631578947368421,0.7390884757041931,0.6958440542221069,0.7168146967887878
SPY,2023-04-13,2023-04-14,0.034482758620689655,0.0,0.034482758620689655,0.7564219236373901,0.7273603081703186,0.7416064739227295
QQQ,2023-04-17,2023-04-18,0.0,0.0,0.0,0.7271909117698669,0.7083815932273865,0.717663049697876
SPY,2023-04-17,2023-04-18,0.04444444444444444,0.0,0.04444444444444444,0.7466404438018799,0.7703670859336853,0.7583181858062744
QQQ,2023-04-18,2023-04-19,0.22222222222222224,0.17647058823529413,0.22222222222222224,0.8185402154922485,0.7892655730247498,0.8036364316940308
SPY,2023-04-18,2023-04-19,0.0816326530612245,0.0,0.0816326530612245,0.7353453636169434,0.7137835621833801,0.7244040966033936
QQQ,2023-04-19,2023-04-20,0.1111111111111111,0.0,0.08333333333333333,0.7334439754486084,0.7039347887039185,0.7183864712715149
