ticker,date_t,date_t1,real_negative,real_neutral,real_positive,generated_negative,generated_neutral,generated_positive,real_label,generated_label,sentiment_match,real_net_sentiment,generated_net_sentiment,kl_divergence
NVDA,2023-08-10,2023-08-11,0.959861263626314,0.030643488776101208,0.009495247597584855,0.017163379149815774,0.8169832840878205,0.16585333676236372,negative,neutral,False,-0.950366016028729,0.14868995761254794,3.7347240255647676
AMD,2023-08-11,2023-08-12,0.062106959984503385,0.48188245655508677,0.4560105834604098,0.02002663440873382,0.07976213456352148,0.9002112310277447,neutral,positive,False,0.3939036234759064,0.8801845966190108,0.6268919487337785
NVDA,2023-08-11,2023-08-12,0.062106959984503385,0.48188245655508677,0.4560105834604098,0.01972030774800823,0.743189784020566,0.23708990823142573,neutral,neutral,True,0.3939036234759064,0.2173696004834175,0.1607393535334479
AMD,2023-08-14,2023-08-15,0.01506137319966239,0.8984667842893574,0.08647184251098013,0.00919868157988435,0.5194473339167517,0.47135398450336397,neutral,neutral,True,0.07141046931131774,0.4621553029234796,0.35308002167244146
NVDA,2023-08-14,2023-08-15,0.9678975064262536,0.019453025792684594,0.012649467781061772,0.02581383364837866,0.02166350250433393,0.9525226638472875,negative,positive,False,-0.9552480386451918,0.9267088301989088,3.451110987000036
AMD,2023-08-15,2023-08-16,0.9451166613920121,0.03990762281362798,0.014975715794359863,0.013962663606087389,0.919901364148398,0.0661359722455146,negative,neutral,False,-0.9301409455976523,0.05217330863942721,3.836131239681349
NVDA,2023-08-15,2023-08-16,0.9619411996350463,0.024446901366572012,0.013611898998381645,0.02562860600070249,0.02004988502738933,0.9543215089719082,negative,positive,False,-0.9483293006366647,0.9286929029712057,3.434267727802964
AMD,2023-08-16,2023-08-17,0.055468007709667574,0.10513510475790791,0.8393968875324245,0.011963420803806446,0.8620036429037189,0.12603293629247467,positive,neutral,False,0.7839288798227569,0.11406951548866823,1.455493970610873
NVDA,2023-08-16,2023-08-17,0.05032792408630111,0.919076936674806,0.030595139238892854,0.011351411854599881,0.25401295627166,0.7346356318737401,neutral,positive,False,-0.019732784847408254,0.7232842200191403,1.1596203248678174
AMD,2023-08-17,2023-08-18,0.013367718907324083,0.9174151388457037,0.0692171422469722,0.02454243818632712,0.6608698454240131,0.3145877163896598,neutral,neutral,True,0.05584942333964812,0.2900452782033327,0.18799761827598255
NVDA,2023-08-17,2023-08-18,0.0180922981725293,0.026849462531807436,0.9550582392956632,0.2545145679576309,0.4223184069083697,0.3231670251339995,positive,neutral,False,0.9369659411231339,0.06865245717636859,0.913086220031083
AMD,2023-08-18,2023-08-19,0.011912231100577066,0.764936849415606,0.2231509194838169,0.3155791100546055,0.4617709861525138,0.22264990379288077,neutral,neutral,True,0.21123868838323984,-0.09292920626172471,0.347549209179419
NVDA,2023-08-18,2023-08-19,0.08233876649050066,0.8439561850422053,0.0737050484672941,0.018602751888437265,0.7549741549407748,0.22642309317078788,neutral,neutral,True,-0.00863371802320656,0.2078203412823506,0.1337910265787712
AMD,2023-08-21,2023-08-22,0.013874098348451443,0.8925081291979224,0.09361777245362611,0.014205707475266172,0.5713797903478482,0.4144145021768855,neutral,neutral,True,0.07974367410517466,0.40020879470161935,0.2584442610261415
NVDA,2023-08-21,2023-08-22,0.8316701526690997,0.14623994907379226,0.022089898257108057,0.01617824250061268,0.8898361126370107,0.09398564486237664,negative,neutral,False,-0.8095802544119917,0.07780740236176395,2.9805229001144427
AMD,2023-08-22,2023-08-23,0.040731450349263676,0.5865670086899292,0.37270154096080715,0.010259266216583334,0.7696813396217471,0.22005939416166959,neutral,neutral,True,0.3319700906115435,0.20980012794508626,0.09316626703023473
NVDA,2023-08-22,2023-08-23,0.03646039014963387,0.02551295913350578,0.9380266507168603,0.025800063629446993,0.9074727093993267,0.06672722697122632,positive,neutral,False,0.9015662605672264,0.04092716334177933,2.400850347166406
AMD,2023-08-23,2023-08-24,0.8614489046343513,0.09750792547202906,0.04104316989361959,0.01576500202671625,0.914452435289421,0.06978256268386275,negative,neutral,False,-0.8204057347407318,0.054017560657146496,3.2064598674420153
