date_t,date_t1,rouge1,rouge2,rougeL,bertscore_precision,bertscore_recall,bertscore_f1
2023-06-08,2023-06-09,0.09836065573770492,0.0,0.06557377049180328,0.711844265460968,0.7107479572296143,0.7112957239151001
2023-06-12,2023-06-13,0.125,0.0,0.125,0.689081072807312,0.784268856048584,0.7336000800132751
2023-06-13,2023-06-14,0.030769230769230767,0.0,0.030769230769230767,0.7134557366371155,0.6830101013183594,0.6979010701179504
2023-06-14,2023-06-15,0.031746031746031744,0.0,0.031746031746031744,0.6780344247817993,0.6681779623031616,0.6730701327323914
2023-06-15,2023-06-16,0.0,0.0,0.0,0.6827092170715332,0.681072473526001,0.6818898916244507
2023-06-20,2023-06-21,0.1568627450980392,0.04081632653061224,0.0784313725490196,0.7484933137893677,0.7595251202583313,0.7539687752723694
2023-06-21,2023-06-22,0.03508771929824562,0.0,0.03508771929824562,0.7651451230049133,0.7628071904182434,0.7639743685722351
2023-06-22,2023-06-23,0.1639344262295082,0.0,0.06557377049180328,0.7311348915100098,0.7417124509811401,0.736385703086853
2023-06-23,2023-06-24,0.07407407407407407,0.0,0.037037037037037035,0.7235395908355713,0.7040844559669495,0.7136794924736023
2023-06-26,2023-06-27,0.0,0.0,0.0,0.747225284576416,0.7386574745178223,0.7429167032241821
2023-06-27,2023-06-28,0.04545454545454545,0.0,0.04545454545454545,0.7104105949401855,0.7117879986763,0.7110986709594727
2023-06-28,2023-06-29,0.08,0.0,0.04,0.7292543649673462,0.7232022285461426,0.7262157201766968
2023-06-29,2023-06-30,0.044444444444444446,0.0,0.044444444444444446,0.7464709281921387,0.7512345314025879,0.7488451600074768
2023-07-03,2023-07-04,0.049999999999999996,0.0,0.049999999999999996,0.747112512588501,0.7466882467269897,0.7469003200531006
2023-07-05,2023-07-06,0.046511627906976744,0.0,0.046511627906976744,0.7655804753303528,0.7500737309455872,0.7577477693557739
2023-07-06,2023-07-07,0.08571428571428573,0.0,0.05714285714285715,0.7730516791343689,0.745593249797821,0.7590742111206055
2023-07-10,2023-07-11,0.12987012987012989,0.0,0.07792207792207792,0.7383536696434021,0.753541886806488,0.7458704113960266
2023-07-11,2023-07-12,0.10000000000000002,0.0,0.06666666666666667,0.7631582617759705,0.7401832938194275,0.7514951825141907
2023-07-12,2023-07-13,0.27586206896551724,0.03571428571428572,0.1724137931034483,0.806949257850647,0.774284839630127,0.7902796268463135
2023-07-13,2023-07-14,0.03773584905660377,0.0,0.03773584905660377,0.7189375758171082,0.7310463190078735,0.7249413728713989
2023-07-14,2023-07-15,0.03225806451612903,0.0,0.03225806451612903,0.6850544810295105,0.7115890979766846,0.69806969165802
2023-07-17,2023-07-18,0.07547169811320756,0.0,0.07547169811320756,0.7230390310287476,0.777524471282959,0.7492925524711609
2023-07-18,2023-07-19,0.034482758620689655,0.0,0.034482758620689655,0.7223369479179382,0.7224764823913574,0.7224066853523254
2023-07-19,2023-07-20,0.14705882352941177,0.0,0.08823529411764706,0.7349632978439331,0.7228705883026123,0.7288668155670166
2023-07-20,2023-07-21,0.12244897959183673,0.0,0.12244897959183673,0.7256721258163452,0.7558969855308533,0.7404763102531433
2023-07-21,2023-07-22,0.04597701149425287,0.0,0.04597701149425287,0.6587636470794678,0.6103500127792358,0.6336333751678467
2023-07-24,2023-07-25,0.16901408450704225,0.0,0.11267605633802817,0.7282111644744873,0.7660293579101562,0.7466416358947754
2023-07-25,2023-07-26,0.3174603174603175,0.06557377049180328,0.12698412698412698,0.7984104156494141,0.8293383121490479,0.8135805726051331
2023-07-26,2023-07-27,0.11320754716981132,0.0392156862745098,0.11320754716981132,0.7301880121231079,0.7288217544555664,0.7295042276382446
2023-07-27,2023-07-28,0.04494382022471911,0.0,0.04494382022471911,0.6582145690917969,0.6074087619781494,0.6317919492721558
2023-07-28,2023-07-29,0.0,0.0,0.0,0.7334668636322021,0.75699782371521,0.7450466156005859
2023-07-31,2023-08-01,0.0930232558139535,0.0,0.0930232558139535,0.6912850141525269,0.7505979537963867,0.7197214961051941
2023-08-01,2023-08-02,0.13333333333333333,0.0,0.06666666666666667,0.7650848031044006,0.7715621590614319,0.7683097720146179
2023-08-02,2023-08-03,0.20408163265306123,0.0,0.08163265306122448,0.7747913002967834,0.8028656244277954,0.7885786890983582
2023-08-03,2023-08-04,0.03773584905660378,0.0,0.03773584905660378,0.7275227308273315,0.7476611733436584,0.7374544143676758
2023-08-07,2023-08-08,0.0,0.0,0.0,0.7160442471504211,0.7444379925727844,0.729965090751648
2023-08-08,2023-08-09,0.07407407407407408,0.0,0.07407407407407408,0.7455348968505859,0.766059160232544,0.7556576728820801
2023-08-09,2023-08-10,0.0392156862745098,0.0,0.0392156862745098,0.7164835929870605,0.731667160987854,0.7239957451820374
2023-08-10,2023-08-11,0.10714285714285714,0.0,0.07142857142857144,0.6732476949691772,0.7061303853988647,0.689297080039978
2023-08-11,2023-08-12,0.0,0.0,0.0,0.6758854985237122,0.7167518734931946,0.6957190632820129
2023-08-14,2023-08-15,0.14285714285714285,0.0,0.10714285714285714,0.7406082153320312,0.7414420247077942,0.741024911403656
2023-08-15,2023-08-16,0.03571428571428571,0.0,0.03571428571428571,0.7318826913833618,0.708564281463623,0.7200347185134888
2023-08-16,2023-08-17,0.11320754716981132,0.0,0.03773584905660377,0.7699575424194336,0.7689321637153625,0.7694445252418518
2023-08-17,2023-08-18,0.10000000000000002,0.03448275862068965,0.10000000000000002,0.7461419701576233,0.7486885786056519,0.7474130392074585
2023-08-18,2023-08-19,0.05405405405405406,0.0,0.05405405405405406,0.7067426443099976,0.7423447966575623,0.7241063714027405
2023-08-21,2023-08-22,0.11111111111111112,0.0,0.07407407407407407,0.7165918350219727,0.7437178492546082,0.7299028635025024
2023-08-22,2023-08-23,0.13953488372093023,0.0,0.13953488372093023,0.7300439476966858,0.7639294862747192,0.7466024160385132
2023-08-23,2023-08-24,0.11940298507462685,0.030769230769230767,0.059701492537313425,0.759455680847168,0.731238603591919,0.7450801134109497
2023-08-24,2023-08-25,0.031746031746031744,0.0,0.031746031746031744,0.7026182413101196,0.6873095035552979,0.6948795914649963
2023-08-28,2023-08-29,0.034482758620689655,0.0,0.034482758620689655,0.6999582052230835,0.7100666761398315,0.7049762010574341
2023-08-29,2023-08-30,0.11764705882352941,0.0,0.0784313725490196,0.7030864953994751,0.7123644351959229,0.7076950669288635
2023-08-30,2023-08-31,0.037037037037037035,0.0,0.037037037037037035,0.7274676561355591,0.7167416214942932,0.7220647931098938
2023-08-31,2023-09-01,0.07142857142857144,0.0,0.07142857142857144,0.7341113090515137,0.7274883389472961,0.7307848930358887
2023-09-05,2023-09-06,0.21212121212121213,0.03125,0.12121212121212122,0.7397518754005432,0.7514765858650208,0.7455681562423706
2023-09-06,2023-09-07,0.10344827586206896,0.0,0.0689655172413793,0.7791550159454346,0.758495032787323,0.7686862349510193
2023-09-11,2023-09-12,0.1886792452830189,0.0,0.1132075471698113,0.7723487615585327,0.7869360446929932,0.7795742154121399
2023-09-12,2023-09-13,0.02985074626865672,0.0,0.02985074626865672,0.7393972277641296,0.7202038764953613,0.7296743392944336
2023-09-13,2023-09-14,0.10714285714285714,0.0,0.07142857142857144,0.70707106590271,0.7172155976295471,0.712107241153717
2023-09-14,2023-09-15,0.04081632653061224,0.0,0.04081632653061224,0.7027577757835388,0.7143476009368896,0.7085052728652954
2023-09-18,2023-09-19,0.07999999999999999,0.0,0.07999999999999999,0.7821743488311768,0.7960748672485352,0.7890633940696716
2023-09-19,2023-09-20,0.08,0.0,0.04,0.7243266105651855,0.7310903072357178,0.727692723274231
2023-09-20,2023-09-21,0.046511627906976744,0.0,0.046511627906976744,0.7475175857543945,0.7549839019775391,0.7512321472167969
2023-09-21,2023-09-22,0.11538461538461538,0.0,0.03846153846153846,0.7666260600090027,0.7564294338226318,0.7614936232566833
2023-09-22,2023-09-23,0.1714285714285714,0.0,0.11428571428571427,0.7430002093315125,0.7836438417434692,0.762781023979187
2023-09-25,2023-09-26,0.12499999999999997,0.0,0.08333333333333334,0.7486839294433594,0.7935768365859985,0.7704769968986511
2023-09-26,2023-09-27,0.0392156862745098,0.0,0.0392156862745098,0.7462738156318665,0.7516936659812927,0.7489739060401917
2023-09-27,2023-09-28,0.0909090909090909,0.0,0.06060606060606061,0.7224297523498535,0.7413790822029114,0.7317817807197571
2023-09-28,2023-09-29,0.08888888888888889,0.0,0.044444444444444446,0.7096850275993347,0.7224735021591187,0.7160221934318542
2023-10-02,2023-10-03,0.20408163265306123,0.0,0.08163265306122448,0.7655876874923706,0.7769359350204468,0.7712200284004211
2023-10-03,2023-10-04,0.046511627906976744,0.0,0.046511627906976744,0.7131611108779907,0.7210344672203064,0.7170761823654175
2023-10-04,2023-10-05,0.12307692307692307,0.0,0.09230769230769231,0.755587100982666,0.7556271553039551,0.7556070685386658
2023-10-05,2023-10-06,0.19047619047619047,0.0,0.09523809523809523,0.7738192081451416,0.7924027442932129,0.7830007076263428
2023-10-09,2023-10-10,0.14814814814814814,0.03846153846153846,0.14814814814814814,0.7589839100837708,0.7461449503898621,0.7525096535682678
2023-10-10,2023-10-11,0.2580645161290323,0.0,0.0967741935483871,0.7858193516731262,0.7734858989715576,0.779603898525238
2023-10-11,2023-10-12,0.10909090909090909,0.0,0.10909090909090909,0.7445530891418457,0.7701607942581177,0.7571404576301575
2023-10-12,2023-10-13,0.06896551724137931,0.0,0.06896551724137931,0.756746768951416,0.7671600580215454,0.7619178295135498
2023-10-16,2023-10-17,0.07547169811320754,0.0,0.07547169811320754,0.742083728313446,0.7521141767501831,0.7470653057098389
2023-10-17,2023-10-18,0.15625,0.0,0.09375,0.7623497247695923,0.7428796291351318,0.7524887323379517
2023-10-18,2023-10-19,0.12903225806451615,0.03333333333333333,0.12903225806451615,0.7663523554801941,0.7702144384384155,0.7682785987854004
2023-10-19,2023-10-20,0.03333333333333333,0.0,0.03333333333333333,0.7166458368301392,0.7026872634887695,0.7095978856086731
2023-10-23,2023-10-24,0.18867924528301888,0.0392156862745098,0.1509433962264151,0.7858352661132812,0.7678692936897278,0.7767484188079834
2023-10-24,2023-10-25,0.060606060606060615,0.0,0.030303030303030307,0.7368259429931641,0.7334901094436646,0.7351542711257935
2023-10-25,2023-10-26,0.030769230769230767,0.0,0.030769230769230767,0.7232587337493896,0.7152794599533081,0.7192469835281372
2023-10-26,2023-10-27,0.10714285714285714,0.0,0.07142857142857142,0.7515271902084351,0.7304213047027588,0.7408239841461182
2023-10-27,2023-10-28,0.052631578947368425,0.0,0.052631578947368425,0.6865454912185669,0.6939383745193481,0.6902221441268921
2023-10-30,2023-10-31,0.0,0.0,0.0,0.690920352935791,0.7108463048934937,0.700741708278656
2023-10-31,2023-11-01,0.0857142857142857,0.0,0.0857142857142857,0.7338088750839233,0.7204897999763489,0.7270882725715637
2023-11-01,2023-11-02,0.058823529411764705,0.0,0.029411764705882353,0.726688802242279,0.7043365240097046,0.7153381705284119
2023-11-02,2023-11-03,0.25,0.0967741935483871,0.15625,0.7557007074356079,0.7271883487701416,0.7411704659461975
2023-11-03,2023-11-04,0.0923076923076923,0.0,0.0923076923076923,0.7403051257133484,0.7554796934127808,0.7478154301643372
2023-11-06,2023-11-07,0.0909090909090909,0.0,0.0909090909090909,0.6999101638793945,0.7244932651519775,0.7119895815849304
2023-11-07,2023-11-08,0.10526315789473685,0.0,0.07017543859649121,0.6872126460075378,0.714803159236908,0.700736403465271
2023-11-08,2023-11-09,0.06451612903225808,0.0,0.03225806451612904,0.7199821472167969,0.6964429616928101,0.7080169916152954
2023-11-09,2023-11-10,0.13043478260869565,0.0,0.08695652173913043,0.7622478604316711,0.7682769894599915,0.765250563621521
2023-11-13,2023-11-14,0.16216216216216217,0.02777777777777778,0.08108108108108109,0.7540208697319031,0.7318214178085327,0.7427552938461304
2023-11-14,2023-11-15,0.05714285714285715,0.0,0.028571428571428574,0.6971458196640015,0.6963691711425781,0.6967572569847107
2023-11-15,2023-11-16,0.07999999999999999,0.0,0.039999999999999994,0.6995341777801514,0.7458962798118591,0.7219716906547546
2023-11-16,2023-11-17,0.08695652173913045,0.0,0.05797101449275362,0.7260368466377258,0.7259378433227539,0.725987434387207
2023-11-20,2023-11-21,0.14285714285714282,0.0,0.09523809523809525,0.7571123838424683,0.7646572589874268,0.760866105556488
2023-11-21,2023-11-22,0.08,0.0,0.08,0.7325369119644165,0.7455259561538696,0.738974392414093
2023-11-22,2023-11-23,0.1111111111111111,0.058823529411764705,0.1111111111111111,0.719852089881897,0.715319037437439,0.7175784707069397
2023-11-27,2023-11-28,0.15789473684210528,0.0,0.10526315789473684,0.7344735860824585,0.7317415475845337,0.7331050038337708
2023-11-28,2023-11-29,0.10434782608695653,0.0,0.052173913043478265,0.7265342473983765,0.7455046772956848,0.7358971834182739
2023-11-29,2023-11-30,0.046511627906976744,0.0,0.046511627906976744,0.7329970598220825,0.7314221262931824,0.7322087287902832
2023-11-30,2023-12-01,0.06896551724137931,0.0,0.06896551724137931,0.6990703344345093,0.7485066056251526,0.7229442596435547
2023-12-04,2023-12-05,0.1,0.0,0.1,0.7829004526138306,0.7407101392745972,0.7612211108207703
2023-12-05,2023-12-06,0.0392156862745098,0.0,0.0392156862745098,0.7230743765830994,0.7245805263519287,0.7238266468048096
2023-12-06,2023-12-07,0.0,0.0,0.0,0.7303416728973389,0.7183376550674438,0.7242898941040039
2023-12-07,2023-12-08,0.15999999999999998,0.08333333333333334,0.15999999999999998,0.7927368879318237,0.7683688402175903,0.7803627252578735
2023-12-08,2023-12-09,0.19047619047619047,0.049999999999999996,0.14285714285714285,0.7199920415878296,0.7611685991287231,0.7400079369544983
2023-12-11,2023-12-12,0.07692307692307691,0.0,0.03846153846153846,0.7248848080635071,0.7202208042144775,0.722545325756073
2023-12-12,2023-12-13,0.22580645161290325,0.0,0.0967741935483871,0.7411500215530396,0.7533939480781555,0.7472217679023743
2023-12-13,2023-12-14,0.04444444444444444,0.0,0.04444444444444444,0.7207027673721313,0.7874126434326172,0.7525822520256042
2023-12-14,2023-12-15,0.15,0.0,0.05,0.7182691097259521,0.7795886993408203,0.747673749923706
2023-12-15,2023-12-16,0.03125,0.0,0.03125,0.7545175552368164,0.7274247407913208,0.7407234311103821
