ticker,date_t,date_t1,rouge1,rouge2,rougeL,bertscore_precision,bertscore_recall,bertscore_f1
NVDA,2023-06-07,2023-06-08,0.10752688172043011,0.0,0.06451612903225806,0.7609302401542664,0.77391117811203,0.7673658132553101
NVDA,2023-06-08,2023-06-09,0.15,0.0,0.09999999999999999,0.7451134920120239,0.7582675218582153,0.7516329288482666
NVDA,2023-06-09,2023-06-10,0.2553191489361702,0.0,0.1276595744680851,0.7197761535644531,0.7588061690330505,0.7387760281562805
NVDA,2023-06-12,2023-06-13,0.05333333333333332,0.0,0.02666666666666666,0.739071786403656,0.7796927094459534,0.7588390111923218
NVDA,2023-06-13,2023-06-14,0.12307692307692307,0.0,0.061538461538461535,0.7661083340644836,0.7506458163261414,0.7582982778549194
NVDA,2023-06-14,2023-06-15,0.13513513513513514,0.02777777777777778,0.13513513513513514,0.7823140621185303,0.7406674027442932,0.76092129945755
NVDA,2023-06-15,2023-06-16,0.12698412698412698,0.0,0.06349206349206349,0.7308700680732727,0.7560895681381226,0.7432659268379211
NVDA,2023-06-16,2023-06-17,0.15151515151515152,0.0,0.0909090909090909,0.73459792137146,0.7112782001495361,0.7227500081062317
NVDA,2023-06-20,2023-06-21,0.16326530612244897,0.0,0.08163265306122448,0.7707098126411438,0.7751858830451965,0.7729413509368896
NVDA,2023-06-21,2023-06-22,0.125,0.0,0.08333333333333333,0.7263458967208862,0.7807259559631348,0.7525548338890076
NVDA,2023-06-22,2023-06-23,0.09638554216867469,0.0,0.09638554216867469,0.7371396422386169,0.7621048092842102,0.749414324760437
NVDA,2023-06-23,2023-06-24,0.1851851851851852,0.038461538461538464,0.11111111111111112,0.7561057209968567,0.7727097272872925,0.7643175721168518
NVDA,2023-06-26,2023-06-27,0.05970149253731343,0.0,0.05970149253731343,0.7397981286048889,0.7521803975105286,0.7459378838539124
NVDA,2023-06-27,2023-06-28,0.10169491525423728,0.0,0.06779661016949153,0.7159479856491089,0.7031465172767639,0.7094895243644714
NVDA,2023-06-28,2023-06-29,0.15625,0.0,0.125,0.7405130863189697,0.7419216632843018,0.7412167191505432
NVDA,2023-06-29,2023-06-30,0.0606060606060606,0.0,0.0606060606060606,0.7400156855583191,0.7423813939094543,0.7411966323852539
NVDA,2023-06-30,2023-07-01,0.0,0.0,0.0,0.7087830305099487,0.7165855765342712,0.7126629948616028
NVDA,2023-07-03,2023-07-04,0.04545454545454546,0.0,0.04545454545454546,0.6845880746841431,0.7488163709640503,0.7152632474899292
NVDA,2023-07-05,2023-07-06,0.1391304347826087,0.0,0.06956521739130435,0.7068161964416504,0.7456682920455933,0.72572261095047
NVDA,2023-07-06,2023-07-07,0.043478260869565216,0.0,0.043478260869565216,0.7349019646644592,0.7639748454093933,0.7491564154624939
NVDA,2023-07-07,2023-07-08,0.07142857142857142,0.0,0.03571428571428571,0.72136390209198,0.7464191913604736,0.7336776852607727
NVDA,2023-07-10,2023-07-11,0.14285714285714288,0.0,0.10714285714285714,0.757438063621521,0.7478976249694824,0.7526376247406006
NVDA,2023-07-11,2023-07-12,0.06153846153846154,0.0,0.03076923076923077,0.7310816645622253,0.741553008556366,0.7362801432609558
NVDA,2023-07-12,2023-07-13,0.1379310344827586,0.0,0.0689655172413793,0.7258277535438538,0.7366353869438171,0.7311916351318359
NVDA,2023-07-13,2023-07-14,0.11940298507462686,0.0,0.05970149253731343,0.7485564947128296,0.7823980450630188,0.7651032209396362
NVDA,2023-07-14,2023-07-15,0.09677419354838711,0.0,0.09677419354838711,0.752660870552063,0.7104182243347168,0.7309296727180481
NVDA,2023-07-17,2023-07-18,0.08,0.0,0.04,0.714542031288147,0.7332481145858765,0.7237741947174072
NVDA,2023-07-18,2023-07-19,0.034482758620689655,0.0,0.034482758620689655,0.7056280374526978,0.7164400815963745,0.7109929323196411
NVDA,2023-07-19,2023-07-20,0.05797101449275362,0.0,0.02898550724637681,0.7556084990501404,0.7654011249542236,0.7604732513427734
NVDA,2023-07-20,2023-07-21,0.11940298507462686,0.0,0.05970149253731343,0.7529024481773376,0.7633059620857239,0.7580685019493103
NVDA,2023-07-21,2023-07-22,0.058823529411764705,0.0,0.029411764705882353,0.7121049165725708,0.6803587675094604,0.6958699226379395
NVDA,2023-07-24,2023-07-25,0.02857142857142857,0.0,0.02857142857142857,0.7079022526741028,0.7380568385124207,0.7226650714874268
NVDA,2023-07-25,2023-07-26,0.04494382022471911,0.0,0.022471910112359553,0.7201851010322571,0.7323986291885376,0.7262405157089233
NVDA,2023-07-26,2023-07-27,0.03174603174603175,0.0,0.03174603174603175,0.7692735195159912,0.7462232708930969,0.7575731873512268
NVDA,2023-07-27,2023-07-28,0.10526315789473684,0.0,0.07017543859649122,0.7341779470443726,0.7503647208213806,0.7421831488609314
NVDA,2023-07-28,2023-07-29,0.25,0.05128205128205128,0.1,0.7667524218559265,0.7567681670188904,0.7617275714874268
NVDA,2023-07-31,2023-08-01,0.13793103448275862,0.0,0.06896551724137931,0.7109575271606445,0.7869834899902344,0.7470412254333496
NVDA,2023-08-01,2023-08-02,0.0923076923076923,0.0,0.030769230769230767,0.6818891167640686,0.6953638195991516,0.6885605454444885
NVDA,2023-08-02,2023-08-03,0.12000000000000001,0.0,0.08,0.7660837173461914,0.7322663068771362,0.748793363571167
NVDA,2023-08-03,2023-08-04,0.17857142857142858,0.0,0.10714285714285714,0.6780365705490112,0.7249225974082947,0.7006961703300476
NVDA,2023-08-04,2023-08-05,0.07317073170731708,0.0,0.07317073170731708,0.7592793703079224,0.7610719203948975,0.760174572467804
NVDA,2023-08-07,2023-08-08,0.03125,0.0,0.03125,0.7443094849586487,0.7676827907562256,0.7558155655860901
NVDA,2023-08-08,2023-08-09,0.08695652173913045,0.0,0.02898550724637681,0.7354894876480103,0.7521379590034485,0.743720531463623
NVDA,2023-08-09,2023-08-10,0.208955223880597,0.0,0.08955223880597014,0.7630773782730103,0.7591317892074585,0.7610995173454285
NVDA,2023-08-10,2023-08-11,0.08695652173913045,0.0,0.05797101449275362,0.751819372177124,0.7473134994506836,0.7495596408843994
NVDA,2023-08-11,2023-08-12,0.07407407407407407,0.0,0.07407407407407407,0.6127626299858093,0.7450119256973267,0.6724466681480408
NVDA,2023-08-14,2023-08-15,0.10526315789473682,0.0,0.07894736842105263,0.7420690059661865,0.7756849527359009,0.7585047483444214
NVDA,2023-08-15,2023-08-16,0.07894736842105263,0.02702702702702703,0.07894736842105263,0.7106971740722656,0.7207531332969666,0.7156897783279419
NVDA,2023-08-16,2023-08-17,0.0,0.0,0.0,0.734501838684082,0.7339548468589783,0.7342281937599182
NVDA,2023-08-17,2023-08-18,0.07547169811320754,0.0,0.07547169811320754,0.7111822366714478,0.7118252515792847,0.7115035653114319
NVDA,2023-08-18,2023-08-19,0.08080808080808081,0.0,0.04040404040404041,0.762248158454895,0.7311577200889587,0.7463793754577637
NVDA,2023-08-21,2023-08-22,0.07407407407407407,0.0,0.024691358024691357,0.7461035847663879,0.746444821357727,0.7462741732597351
NVDA,2023-08-22,2023-08-23,0.12765957446808512,0.0,0.06382978723404256,0.7693857550621033,0.7498720288276672,0.7595035433769226
NVDA,2023-08-23,2023-08-24,0.07407407407407407,0.0,0.037037037037037035,0.7558884620666504,0.7691569924354553,0.7624650001525879
NVDA,2023-08-24,2023-08-25,0.08,0.0,0.08,0.6906354427337646,0.7579314112663269,0.722720205783844
NVDA,2023-08-25,2023-08-26,0.14634146341463414,0.0,0.0975609756097561,0.6503863334655762,0.7390130162239075,0.6918730139732361
NVDA,2023-08-28,2023-08-29,0.125,0.0,0.09375,0.7502349615097046,0.7739613056182861,0.7619134783744812
NVDA,2023-08-29,2023-08-30,0.15789473684210525,0.0,0.10526315789473682,0.7510442733764648,0.753709077835083,0.7523742914199829
NVDA,2023-08-30,2023-08-31,0.15094339622641512,0.0392156862745098,0.11320754716981132,0.7040908336639404,0.7350907921791077,0.7192569375038147
NVDA,2023-08-31,2023-09-01,0.07619047619047618,0.0,0.07619047619047618,0.7128758430480957,0.7587099671363831,0.7350791692733765
NVDA,2023-09-01,2023-09-02,0.11594202898550725,0.0,0.057971014492753624,0.7451390027999878,0.7412756681442261,0.7432023286819458
NVDA,2023-09-05,2023-09-06,0.13157894736842105,0.0,0.07894736842105263,0.751003086566925,0.7766626477241516,0.7636173367500305
NVDA,2023-09-06,2023-09-07,0.0,0.0,0.0,0.7170799970626831,0.7536730766296387,0.7349213361740112
NVDA,2023-09-07,2023-09-08,0.03333333333333333,0.0,0.03333333333333333,0.7237796187400818,0.7333082556724548,0.7285127639770508
NVDA,2023-09-08,2023-09-09,0.13333333333333333,0.0,0.05333333333333333,0.7700784802436829,0.7517646551132202,0.7608113884925842
NVDA,2023-09-11,2023-09-12,0.10714285714285714,0.0,0.10714285714285714,0.7530052661895752,0.7668473124504089,0.7598632574081421
NVDA,2023-09-12,2023-09-13,0.0392156862745098,0.0,0.0392156862745098,0.7344040274620056,0.7325575947761536,0.7334796786308289
NVDA,2023-09-13,2023-09-14,0.06557377049180328,0.0,0.06557377049180328,0.6899939179420471,0.7389547824859619,0.7136355638504028
NVDA,2023-09-14,2023-09-15,0.07692307692307691,0.0,0.07692307692307691,0.7329902052879333,0.7470736503601074,0.7399648427963257
NVDA,2023-09-15,2023-09-16,0.15151515151515152,0.0,0.12121212121212122,0.7870732545852661,0.7619079947471619,0.7742862105369568
NVDA,2023-09-18,2023-09-19,0.08219178082191782,0.0,0.0547945205479452,0.7137857675552368,0.7397657036781311,0.7265434861183167
NVDA,2023-09-19,2023-09-20,0.03773584905660378,0.0,0.03773584905660378,0.6938247680664062,0.7163974642753601,0.7049304246902466
NVDA,2023-09-20,2023-09-21,0.025316455696202528,0.0,0.025316455696202528,0.7063823938369751,0.7128967046737671,0.7096246480941772
NVDA,2023-09-21,2023-09-22,0.030769230769230767,0.0,0.030769230769230767,0.7268271446228027,0.7441018223762512,0.7353630661964417
NVDA,2023-09-22,2023-09-23,0.06666666666666667,0.0,0.06666666666666667,0.7061046361923218,0.7032082676887512,0.7046534419059753
NVDA,2023-09-25,2023-09-26,0.056338028169014086,0.0,0.056338028169014086,0.7328396439552307,0.7810961604118347,0.7561987638473511
NVDA,2023-09-26,2023-09-27,0.046511627906976744,0.0,0.046511627906976744,0.7013436555862427,0.7234914898872375,0.7122454643249512
NVDA,2023-09-27,2023-09-28,0.12987012987012986,0.0,0.051948051948051945,0.7080308794975281,0.7301274538040161,0.718909502029419
NVDA,2023-09-28,2023-09-29,0.03076923076923077,0.0,0.03076923076923077,0.7353724241256714,0.7537673711776733,0.7444562315940857
NVDA,2023-09-29,2023-09-30,0.13793103448275862,0.0,0.06896551724137931,0.7685622572898865,0.7426862120628357,0.7554027438163757
NVDA,2023-10-02,2023-10-03,0.06557377049180327,0.0,0.032786885245901634,0.7328656315803528,0.7261953353881836,0.7295152544975281
NVDA,2023-10-03,2023-10-04,0.17142857142857143,0.0,0.08571428571428572,0.7721285223960876,0.7771407961845398,0.7746265530586243
NVDA,2023-10-04,2023-10-05,0.09374999999999999,0.0,0.0625,0.7109651565551758,0.7217999696731567,0.7163416147232056
NVDA,2023-10-05,2023-10-06,0.07017543859649124,0.0,0.03508771929824562,0.7413581609725952,0.7216672897338867,0.7313801646232605
